,link,text,user,date,is-retweet,is-pinned,external-link,replying-to,quoted-post,stats,pictures,videos,gifs
10,https://twitter.com/CommBank/status/1772827195674972576#m,We're so excited for this upcoming summer of cricket 🙌 Can't wait to see the @AusWomenCricket team in action 💛,"{'name': 'CommBank', 'username': '@CommBank', 'profile_id': '1692019179497676800', 'avatar': 'https://pbs.twimg.com/profile_images/1692019179497676800/hJpBvPju_bigger.jpg'}","Mar 27, 2024 · 3:25 AM UTC",FALSE,FALSE,,[],"{'link': 'https://twitter.com/AusWomenCricket/status/1772527834231439478#m', 'text': ""Aussie fans, you're in for a treat!  Bring on an epic summer at some of the biggest and best cricket grounds in Australia 🏟️ cricketa.us/Aussie-Women-Sch…"", 'user': {'name': ""Australian Women's Cricket Team 🏏"", 'username': '@AusWomenCricket', 'profile_id': '872354891741745153', 'avatar': 'https://pbs.twimg.com/profile_images/872354891741745153/uWUmR8nX_mini.jpg'}, 'date': 'Mar 26, 2024 · 7:35 AM UTC', 'pictures': ['https://pbs.twimg.com/media/GJlIE27aYAAc1BG.jpg'], 'videos': [], 'gifs': []}","{'comments': 8, 'retweets': 0, 'quotes': 1, 'likes': 7}",[],[],[]
11,https://twitter.com/CommBank/status/1767554200106611093#m,UPDATE 01:10AM - Services are being restored. We apologise to customers who encountered difficulties accessing some of our services this evening. The CommBank app and NetBank are now available. Customers may still experience some delays to payments.,"{'name': 'CommBank', 'username': '@CommBank', 'profile_id': '1692019179497676800', 'avatar': 'https://pbs.twimg.com/profile_images/1692019179497676800/hJpBvPju_bigger.jpg'}","Mar 12, 2024 · 2:12 PM UTC",FALSE,FALSE,,[],"{'link': 'https://twitter.com/CommBank/status/1767526301580341578#m', 'text': ""1/3: We're aware some customers are having difficulty viewing current balances or making payments in the CommBank app. NetBank is also unavailable. We're currently investigating and are working hard to get it fixed."", 'user': {'name': 'CommBank', 'username': '@CommBank', 'profile_id': '1692019179497676800', 'avatar': 'https://pbs.twimg.com/profile_images/1692019179497676800/hJpBvPju_mini.jpg'}, 'date': 'Mar 12, 2024 · 12:21 PM UTC', 'pictures': [], 'videos': [], 'gifs': []}","{'comments': 57, 'retweets': 2, 'quotes': 3, 'likes': 32}",[],[],[]
12,https://twitter.com/CommBank/status/1767526306017898535#m,3/3: We'll post updates as they come right here. You can also stay up-to-date on the latest here: https://www.commbank.com.au/about-us/support/commbank-incidents.html,"{'name': 'CommBank', 'username': '@CommBank', 'profile_id': '1692019179497676800', 'avatar': 'https://pbs.twimg.com/profile_images/1692019179497676800/hJpBvPju_bigger.jpg'}","Mar 12, 2024 · 12:21 PM UTC",FALSE,FALSE,,[],{},"{'comments': 16, 'retweets': 2, 'quotes': 0, 'likes': 11}",[],[],[]
13,https://twitter.com/CommBank/status/1767526303862034661#m,"2/3: In the meantime, debit and credit cards are working, however, some limits may apply. There may also be delays to payments made between CommBank and other financial institutions.","{'name': 'CommBank', 'username': '@CommBank', 'profile_id': '1692019179497676800', 'avatar': 'https://pbs.twimg.com/profile_images/1692019179497676800/hJpBvPju_bigger.jpg'}","Mar 12, 2024 · 12:21 PM UTC",FALSE,FALSE,,[],{},"{'comments': 13, 'retweets': 0, 'quotes': 0, 'likes': 12}",[],[],[]
14,https://twitter.com/CommBank/status/1767526301580341578#m,1/3: We're aware some customers are having difficulty viewing current balances or making payments in the CommBank app. NetBank is also unavailable. We're currently investigating and are working hard to get it fixed.,"{'name': 'CommBank', 'username': '@CommBank', 'profile_id': '1692019179497676800', 'avatar': 'https://pbs.twimg.com/profile_images/1692019179497676800/hJpBvPju_bigger.jpg'}","Mar 12, 2024 · 12:21 PM UTC",FALSE,FALSE,,[],{},"{'comments': 79, 'retweets': 9, 'quotes': 12, 'likes': 52}",[],[],[]
15,https://twitter.com/CommBank/status/1765907443526381824#m,Supporting the next generation of cricketing superstars  💛 Let’s go @CommBank Mini Mates! #IWD2024,"{'name': 'CommBank', 'username': '@CommBank', 'profile_id': '1692019179497676800', 'avatar': 'https://pbs.twimg.com/profile_images/1692019179497676800/hJpBvPju_bigger.jpg'}","Mar 8, 2024 · 1:08 AM UTC",FALSE,FALSE,,[],"{'link': 'https://twitter.com/AusWomenCricket/status/1765903888337760449#m', 'text': 'We’re all about inspiring the next gen!  Last month a few keen young cricketers from Weston Creek Molonglo Cricket Club in Canberra caught up with some of our Aussie girls before walking out to Manuka Oval as the @CommBank Mini Mates! #IWD2024', 'user': {'name': ""Australian Women's Cricket Team 🏏"", 'username': '@AusWomenCricket', 'profile_id': '872354891741745153', 'avatar': 'https://pbs.twimg.com/profile_images/872354891741745153/uWUmR8nX_mini.jpg'}, 'date': 'Mar 8, 2024 · 12:54 AM UTC', 'pictures': [], 'videos': ['https://video.twimg.com/ext_tw_video/1765891778606252032/pu/vid/avc1/720x1280/gQohFeFyQnuskjcT.mp4?tag=12'], 'gifs': []}","{'comments': 25, 'retweets': 0, 'quotes': 1, 'likes': 3}",[],[],[]
16,https://twitter.com/CommBank/status/1762796105031696644#m,"We’re on our way ✈ Thank you for continuing to inspire the nation, CommBank @TheMatildas","{'name': 'CommBank', 'username': '@CommBank', 'profile_id': '1692019179497676800', 'avatar': 'https://pbs.twimg.com/profile_images/1692019179497676800/hJpBvPju_bigger.jpg'}","Feb 28, 2024 · 11:05 AM UTC",FALSE,FALSE,,[],{},"{'comments': 29, 'retweets': 1, 'quotes': 0, 'likes': 13}",['https://pbs.twimg.com/media/GHazf1YagAAU1ze.jpg'],[],[]
17,https://twitter.com/CommBank/status/1762607287808745735#m,Find out more about our support of cricket from the grassroots through to the elite here: https://www.commbank.com.au/about-us/opportunity-initiatives/opportunity-from-community/cricket.html,"{'name': 'CommBank', 'username': '@CommBank', 'profile_id': '1692019179497676800', 'avatar': 'https://pbs.twimg.com/profile_images/1692019179497676800/hJpBvPju_bigger.jpg'}","Feb 27, 2024 · 10:34 PM UTC",FALSE,FALSE,,[],{},"{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 0}",[],[],[]
18,https://twitter.com/CommBank/status/1762607285938081923#m,"Join Amber and Avni as they spend the day as CommBank Mini Mates, forming a guard of honour for their cricketing heroes in the @AusWomenCricket  team 💛","{'name': 'CommBank', 'username': '@CommBank', 'profile_id': '1692019179497676800', 'avatar': 'https://pbs.twimg.com/profile_images/1692019179497676800/hJpBvPju_bigger.jpg'}","Feb 27, 2024 · 10:34 PM UTC",FALSE,FALSE,,[],{},"{'comments': 6, 'retweets': 0, 'quotes': 0, 'likes': 2}",[],['https://video.twimg.com/ext_tw_video/1762606096563519488/pu/vid/avc1/720x1280/gw9GadgKdcqCr7gM.mp4?tag=12'],[]
19,https://twitter.com/CommBank/status/1758266309874446676#m,"Heads up! We’re running scheduled maintenance this weekend to make some updates to our systems. NetBank and the CommBank app won't be available between 2:00am - 8:00am AEDT on Saturday 17 February 2024, with Cardless Cash unavailable from 1:20am. Thanks for being patient with us.","{'name': 'CommBank', 'username': '@CommBank', 'profile_id': '1692019179497676800', 'avatar': 'https://pbs.twimg.com/profile_images/1692019179497676800/hJpBvPju_bigger.jpg'}","Feb 15, 2024 · 11:05 PM UTC",FALSE,FALSE,,[],{},"{'comments': 26, 'retweets': 1, 'quotes': 0, 'likes': 5}",[],[],[]
20,https://twitter.com/CommBank/status/1757177907674579143#m,"CommBank Yello is our customer recognition program giving eligible customers access to benefits like cashback, discounts & prize draws. Check your eligibility status in the CommBank Yello hub in the latest version of the CommBank app (T&Cs apply): https://commbank.com.au/commbank-yello.html","{'name': 'CommBank', 'username': '@CommBank', 'profile_id': '1692019179497676800', 'avatar': 'https://pbs.twimg.com/profile_images/1692019179497676800/hJpBvPju_bigger.jpg'}","Feb 12, 2024 · 11:00 PM UTC",FALSE,FALSE,,[],{},"{'comments': 6, 'retweets': 0, 'quotes': 0, 'likes': 0}",[],[],[]
21,https://twitter.com/CommBank/status/1757176829293814213#m,"Roses are red, violets are blue, We’re not great at poetry So here’s a reminder for you.","{'name': 'CommBank', 'username': '@CommBank', 'profile_id': '1692019179497676800', 'avatar': 'https://pbs.twimg.com/profile_images/1692019179497676800/hJpBvPju_bigger.jpg'}","Feb 12, 2024 · 10:56 PM UTC",FALSE,FALSE,,[],{},"{'comments': 14, 'retweets': 1, 'quotes': 0, 'likes': 5}",['https://pbs.twimg.com/media/GGK_Aiia0AAKiXq.jpg'],[],[]
22,https://twitter.com/CommBank/status/1756802550194729035#m,Avoid an empty wallet and broken heart 💔 this #ValentinesDay with these helpful romance scam tips. Find out more here: https://www.commbank.com.au/support/security/romance-scams.html,"{'name': 'CommBank', 'username': '@CommBank', 'profile_id': '1692019179497676800', 'avatar': 'https://pbs.twimg.com/profile_images/1692019179497676800/hJpBvPju_bigger.jpg'}","Feb 11, 2024 · 10:09 PM UTC",FALSE,FALSE,,[],{},"{'comments': 14, 'retweets': 2, 'quotes': 2, 'likes': 4}",['https://pbs.twimg.com/media/GGFqggkbwAAGUM4.jpg'],[],[]
23,https://twitter.com/CommBank/status/1755825466546753991#m,"PSA to Ash Gardener, you should check out Spend Tracker in the CommBank app 😉 @AusWomenCricket @CricketAus","{'name': 'CommBank', 'username': '@CommBank', 'profile_id': '1692019179497676800', 'avatar': 'https://pbs.twimg.com/profile_images/1692019179497676800/hJpBvPju_bigger.jpg'}","Feb 9, 2024 · 5:26 AM UTC",FALSE,FALSE,,[],{},"{'comments': 7, 'retweets': 0, 'quotes': 0, 'likes': 2}",[],['https://video.twimg.com/ext_tw_video/1755825092117098496/pu/vid/avc1/720x1280/8jTpMgm8LiU1Gbbj.mp4?tag=12'],[]
24,https://twitter.com/CommBank/status/1754724163821142063#m,"Remember to Stop 🛑, Check 🔎 and Reject ❌ calls, emails and messages that look suspicious.","{'name': 'CommBank', 'username': '@CommBank', 'profile_id': '1692019179497676800', 'avatar': 'https://pbs.twimg.com/profile_images/1692019179497676800/hJpBvPju_bigger.jpg'}","Feb 6, 2024 · 4:30 AM UTC",FALSE,FALSE,,[],{},"{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 1}",[],[],[]
25,https://twitter.com/CommBank/status/1754724161119994245#m,"SCAM ALERT! Beware of out-of-the-blue messages claiming to be from friends selling cheap tickets for high demand concerts, this could be a scammer. The safest way to buy tickets is from an authorised ticket seller.  #SaferInternetDay","{'name': 'CommBank', 'username': '@CommBank', 'profile_id': '1692019179497676800', 'avatar': 'https://pbs.twimg.com/profile_images/1692019179497676800/hJpBvPju_bigger.jpg'}","Feb 6, 2024 · 4:30 AM UTC",FALSE,FALSE,,[],{},"{'comments': 9, 'retweets': 2, 'quotes': 0, 'likes': 13}",['https://pbs.twimg.com/media/GFoFtqGbUAAlXJK.png'],[],[]
26,https://twitter.com/CommBank/status/1754384200684433771#m,"CommBank Yello is our customer recognition program giving eligible customers access to benefits like cashback, discounts & prize draws. Check your eligibility status in the CommBank Yello hub in the latest version of the CommBank app (T&Cs apply): https://www.commbank.com.au/commbank-yello.html","{'name': 'CommBank', 'username': '@CommBank', 'profile_id': '1692019179497676800', 'avatar': 'https://pbs.twimg.com/profile_images/1692019179497676800/hJpBvPju_bigger.jpg'}","Feb 5, 2024 · 5:59 AM UTC",FALSE,FALSE,,[],{},"{'comments': 3, 'retweets': 0, 'quotes': 0, 'likes': 3}",[],[],[]
27,https://twitter.com/CommBank/status/1754384196771156358#m,"If the notification doesn’t look like this, I don’t want it 💛","{'name': 'CommBank', 'username': '@CommBank', 'profile_id': '1692019179497676800', 'avatar': 'https://pbs.twimg.com/profile_images/1692019179497676800/hJpBvPju_bigger.jpg'}","Feb 5, 2024 · 5:59 AM UTC",FALSE,FALSE,,[],{},"{'comments': 4, 'retweets': 2, 'quotes': 0, 'likes': 13}",['https://pbs.twimg.com/media/GFjS_cMbAAAJUiJ.jpg'],[],[]
28,https://twitter.com/CommBank/status/1751779934614556732#m,"Buckle up as we go six straight questions with the former skipper of the @AusWomenCricket team, Meg Lanning.","{'name': 'CommBank', 'username': '@CommBank', 'profile_id': '1692019179497676800', 'avatar': 'https://pbs.twimg.com/profile_images/1692019179497676800/hJpBvPju_bigger.jpg'}","Jan 29, 2024 · 1:30 AM UTC",FALSE,FALSE,,[],{},"{'comments': 5, 'retweets': 10, 'quotes': 5, 'likes': 57}",[],['https://video.twimg.com/ext_tw_video/1751775877938221056/pu/vid/avc1/540x960/F7dhpoY55-6K9b3U.mp4?tag=12'],[]
29,https://twitter.com/CommBank/status/1750627326348677170#m,"For emergency help in storms, call the @QldFES on 132 500. Alternatively, In a life-threatening emergency, call 000 (triple zero).","{'name': 'CommBank', 'username': '@CommBank', 'profile_id': '1692019179497676800', 'avatar': 'https://pbs.twimg.com/profile_images/1692019179497676800/hJpBvPju_bigger.jpg'}","Jan 25, 2024 · 9:10 PM UTC",FALSE,FALSE,,[],{},"{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 1}",[],[],[]
30,https://twitter.com/CommBank/status/1750627324813545964#m,"We understand everyone will have different needs and encourage any customers affected to message us in the CommBank app, call our Emergency Assist on 1800 314 695 or visit us in branch when it is safe to do so.","{'name': 'CommBank', 'username': '@CommBank', 'profile_id': '1692019179497676800', 'avatar': 'https://pbs.twimg.com/profile_images/1692019179497676800/hJpBvPju_bigger.jpg'}","Jan 25, 2024 · 9:10 PM UTC",FALSE,FALSE,,[],{},"{'comments': 2, 'retweets': 0, 'quotes': 0, 'likes': 1}",[],[],[]
31,https://twitter.com/CommBank/status/1750627322670272690#m,We have activated our Emergency Assistance to customers and communities in Queensland impacted by Tropical Cyclone Kirrily. You can find out more about our support here: https://www.commbank.com.au/support/emergency-assistance,"{'name': 'CommBank', 'username': '@CommBank', 'profile_id': '1692019179497676800', 'avatar': 'https://pbs.twimg.com/profile_images/1692019179497676800/hJpBvPju_bigger.jpg'}","Jan 25, 2024 · 9:10 PM UTC",FALSE,FALSE,,[],{},"{'comments': 4, 'retweets': 0, 'quotes': 0, 'likes': 3}",['https://pbs.twimg.com/media/GEt52DMaUAAgOpn.jpg'],[],[]
32,https://twitter.com/CommBank/status/1750277717306859708#m,"🤓 You may have heard terms like ‘deflation’ and ‘disinflation’ on the news, but what do they actually mean? Today our senior economist, Belinda Allen, breaks down the difference between the two 📉","{'name': 'CommBank', 'username': '@CommBank', 'profile_id': '1692019179497676800', 'avatar': 'https://pbs.twimg.com/profile_images/1692019179497676800/hJpBvPju_bigger.jpg'}","Jan 24, 2024 · 10:01 PM UTC",FALSE,FALSE,,[],{},"{'comments': 6, 'retweets': 1, 'quotes': 0, 'likes': 4}",[],['https://video.twimg.com/ext_tw_video/1750277665700114432/pu/vid/avc1/720x1280/DXQwOYi56YP3Vesp.mp4?tag=12'],[]
33,https://twitter.com/CommBank/status/1749598904776359956#m,"If you or someone you know is experiencing financial abuse contact the Next Chapter Team on 1800 222 387, Monday to Friday, 8am-6pm (Syd/Melb time). Support is available regardless of who you bank with. In an emergency or if you’re not feeling safe, always call 000.","{'name': 'CommBank', 'username': '@CommBank', 'profile_id': '1692019179497676800', 'avatar': 'https://pbs.twimg.com/profile_images/1692019179497676800/hJpBvPju_bigger.jpg'}","Jan 23, 2024 · 1:04 AM UTC",FALSE,FALSE,,[],{},"{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 2}",[],[],[]
34,https://twitter.com/CommBank/status/1749188936206098871#m,Fine-tune your everyday spending habits to reach your goals sooner and learn the money hacks that will help you get ahead in our Brighter Magazine. Pick up a copy in branch or head to our website: https://www.commbank.com.au/brighter.html,"{'name': 'CommBank', 'username': '@CommBank', 'profile_id': '1692019179497676800', 'avatar': 'https://pbs.twimg.com/profile_images/1692019179497676800/hJpBvPju_bigger.jpg'}","Jan 21, 2024 · 9:55 PM UTC",FALSE,FALSE,,[],{},"{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 0}",[],[],[]
35,https://twitter.com/CommBank/status/1749188934272458882#m,It’s go-time on those 2024 financial resolutions. What’s one tweak you’ll be making to your money habits this year that will save you in the long run?,"{'name': 'CommBank', 'username': '@CommBank', 'profile_id': '1692019179497676800', 'avatar': 'https://pbs.twimg.com/profile_images/1692019179497676800/hJpBvPju_bigger.jpg'}","Jan 21, 2024 · 9:55 PM UTC",FALSE,FALSE,,[],{},"{'comments': 8, 'retweets': 1, 'quotes': 0, 'likes': 2}",[],[],[]
36,https://twitter.com/CommBank/status/1747473792472109157#m,"New year, new economy? We caught up with Senior Economist, Belinda Allen about what might be in store for the Australian economy over the next twelve months.","{'name': 'CommBank', 'username': '@CommBank', 'profile_id': '1692019179497676800', 'avatar': 'https://pbs.twimg.com/profile_images/1692019179497676800/hJpBvPju_bigger.jpg'}","Jan 17, 2024 · 4:19 AM UTC",FALSE,FALSE,,[],{},"{'comments': 7, 'retweets': 0, 'quotes': 0, 'likes': 3}",[],['https://video.twimg.com/ext_tw_video/1747473734011854848/pu/vid/avc1/720x1280/xGz5S_BEBx4Dpruk.mp4?tag=12'],[]
37,https://twitter.com/CommBank/status/1746669237492711738#m,"We will never ask you to log on or provide sensitive information via a link in an email or SMS. If received DELETE IMMEDIATELY. Remember to Stop 🛑, Check 🔎 and Reject ❌ calls, emails and messages that look suspicious.","{'name': 'CommBank', 'username': '@CommBank', 'profile_id': '1692019179497676800', 'avatar': 'https://pbs.twimg.com/profile_images/1692019179497676800/hJpBvPju_bigger.jpg'}","Jan 14, 2024 · 11:02 PM UTC",FALSE,FALSE,,[],{},"{'comments': 5, 'retweets': 3, 'quotes': 0, 'likes': 15}",[],[],[]
38,https://twitter.com/CommBank/status/1746669235018015150#m,"SCAM ALERT! Beware of a circulating text message scam pretending to be from CommBank. The text requests recipients to click a link to secure their account. These are not legitimate CommBank communications. Do not click the links, call or reply to the sender.","{'name': 'CommBank', 'username': '@CommBank', 'profile_id': '1692019179497676800', 'avatar': 'https://pbs.twimg.com/profile_images/1692019179497676800/hJpBvPju_bigger.jpg'}","Jan 14, 2024 · 11:02 PM UTC",FALSE,FALSE,,[],{},"{'comments': 13, 'retweets': 18, 'quotes': 1, 'likes': 38}",['https://pbs.twimg.com/media/GD1p2jZbcAAzalM.jpg'],[],[]
39,https://twitter.com/CommBank/status/1744482830632239337#m,"Remember, always Stop 🛑, Check 🔎 and Reject ❌ any calls, emails and messages that look suspicious","{'name': 'CommBank', 'username': '@CommBank', 'profile_id': '1692019179497676800', 'avatar': 'https://pbs.twimg.com/profile_images/1692019179497676800/hJpBvPju_bigger.jpg'}","Jan 8, 2024 · 10:14 PM UTC",FALSE,FALSE,,[],{},"{'comments': 3, 'retweets': 0, 'quotes': 0, 'likes': 2}",[],[],[]
40,https://twitter.com/CommBank/status/1744482775309459927#m,2024 Cyber Safety outs:  ❌ Clicking links or opening attachments that look   suspicious ❌ “password123” and all forms of password recycling ❌ Believing you’ve won a draw you didn’t enter ❌ Making payments with gift cards,"{'name': 'CommBank', 'username': '@CommBank', 'profile_id': '1692019179497676800', 'avatar': 'https://pbs.twimg.com/profile_images/1692019179497676800/hJpBvPju_bigger.jpg'}","Jan 8, 2024 · 10:14 PM UTC",FALSE,FALSE,,[],{},"{'comments': 2, 'retweets': 0, 'quotes': 0, 'likes': 1}",[],[],[]
